,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,degree,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,specificity_CI_diff,sensitivity_CI_diff,phi_CI_diff,AUC_CI_diff
490,mean_fractal_dimension:q60-80  mean_texture:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,2,,,,,q60-80,,,,,q00-20,-0.6908707318460096,,,
491,mean_fractal_dimension:q60-80  mean_texture:q20-40,25,1.0,1.0,1.0,0.75,21,0.8571428571428571,0.9936905367902901,1.0,True,0.8461141122266493,1.0,0.875,3,0.1941204496832434,3,0.8389023847809204,0.6300045019324932,4,0,0.75,22,0.46125153245325545,21,1,2,,,,,q60-80,,,,,q20-40,-0.37064988662389436,-0.41219610343337765,-0.43159727732454495,-0.38350698496250074
492,mean_fractal_dimension:q60-80  mean_texture:q60-80,24,1.0,1.0,,1.0,13,1.0,1.0,1.0,True,1.0,1.0,1.0,11,0.7150858470818456,11,0.7529473619994964,,11,0,1.0,13,1.0,13,0,2,,,,,q60-80,,,,,q60-80,-0.3403479340308999,-0.5531279182110969,,
493,mean_fractal_dimension:q60-80  mean_texture:q40-60,25,1.0,1.0,,1.0,18,1.0,1.0,1.0,True,1.0,1.0,1.0,7,0.5903836027749514,7,0.8146980318621477,,7,0,1.0,18,1.0,18,0,2,,,,,q60-80,,,,,q40-60,-0.5918197619625152,-0.3847355070258885,,
494,mean_perimeter:q80-100  mean_radius:q80-100,110,0.0,0.0,,1.0,0,0.995433789954338,1.0,0.975,True,0.0,0.990909090909091,,110,0.9667233352015676,109,0.0,,109,1,1.0,0,0.0,1,0,2,,,,,,q80-100,q80-100,,,,-1.0,-0.9736530426839718,,
495,mean_perimeter:q20-40  mean_radius:q20-40,104,1.0,1.0,1.0,0.6,99,0.7499999999999999,0.9472550494736843,1.0,True,0.7668890479601258,1.0,0.8,3,0.14663279963467257,3,0.9634242550164863,0.5599544161822345,5,0,0.6,101,0.0,99,2,2,,,,,,q20-40,q20-40,,,,-0.9351051439079839,-0.9532628926901275,-1.0,-0.9368847002855722
496,mean_perimeter:q40-60  mean_radius:q40-60,103,0.9883720930232558,0.9423896194011189,0.9810846633977793,0.7647058823529411,85,0.8387096774193549,0.9318922595626461,0.9997056502135389,True,0.8157453587243088,0.9285714285714286,0.8765389876880985,14,0.50100672679542,13,0.9369094837214983,0.7719933119784176,17,1,0.7647058823529411,89,0.7299620755540496,86,4,2,,,,,,q40-60,q40-60,,,,-0.946179780534876,-1.00749138185529,-1.4094054759846317,-1.0463854501150633
497,mean_perimeter:q60-80  mean_radius:q60-80,107,0.8372093023255814,0.850848662165767,0.944459545131467,0.921875,36,0.9076923076923077,0.9741461598321495,0.9319479055384647,True,0.7655090494492337,0.8939393939393939,0.8795421511627907,66,0.8270216709957792,59,0.6929891276350901,0.8146247571941145,64,7,0.921875,41,0.6897582342140993,43,5,2,,,,,,q60-80,q60-80,,,,-1.0,-1.0131706613368336,-1.4873103935755019,-1.0224093594066783
498,mean_perimeter:q00-20  mean_radius:q00-20,110,1.0,0.0,,0.0,109,,0.975,1.0,True,0.0,,,0,0.0,0,0.9667233352015676,,1,0,0.0,110,0.0,109,1,2,,,,,,q00-20,q00-20,,,,-0.9736530426839718,-1.0,,
499,mean_perimeter:q80-100  mean_smoothness:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,2,,,,,,q80-100,,q80-100,,,,-1.0386790764527774,,
500,mean_perimeter:q80-100  mean_smoothness:q60-80,32,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,32,0.8911188393205571,32,,,32,0,1.0,0,0.0,0,0,2,,,,,,q80-100,,q60-80,,,,-1.4133302109504853,,
501,mean_perimeter:q80-100  mean_smoothness:q40-60,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,2,,,,,,q80-100,,q40-60,,,,-1.4894811413940838,,
502,mean_perimeter:q20-40  mean_smoothness:q20-40,31,1.0,0.0,,0.0,30,,0.975,1.0,True,0.0,,,0,0.0,0,0.8842966917779725,,1,0,0.0,31,0.0,30,1,2,,,,,,q20-40,,q20-40,,,-0.37133700228449956,-0.8112291613948,,
503,mean_perimeter:q20-40  mean_smoothness:q60-80,20,1.0,1.0,1.0,0.5,18,0.6666666666666666,0.987420882906321,1.0,True,0.6882472016116853,1.0,0.75,1,0.01257911709367899,1,0.8146980318621477,0.2600090038649865,2,0,0.5,19,0.0,18,1,2,,,,,,q20-40,,q60-80,,,-0.6322030201060773,-0.8241022732510346,-1.0,-0.5571310692432758
504,mean_perimeter:q20-40  mean_smoothness:q00-20,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,2,,,,,,q20-40,,q00-20,,,-0.683405305522001,,,
505,mean_perimeter:q40-60  mean_smoothness:q80-100,21,0.9090909090909091,1.0,1.0,1.0,10,0.9523809523809523,1.0,0.9977010277861846,True,0.9090909090909091,0.9090909090909091,0.9545454545454545,11,0.6915028921812371,10,0.5872200830116173,0.8654561825209066,10,1,1.0,10,0.6779454720302907,11,0,2,,,,,,q40-60,,q80-100,,,-0.2873278564914211,-1.4152936670420013,-0.9853392551833342,-1.4561866834451314
506,mean_perimeter:q40-60  mean_smoothness:q20-40,22,1.0,1.0,,1.0,21,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8389023847809204,,1,0,1.0,21,0.0,21,0,2,,,,,,q40-60,,q20-40,,,-0.36287417684539497,-0.4478092338427371,-0.3173329687180937,
507,mean_perimeter:q40-60  mean_smoothness:q40-60,22,1.0,1.0,0.9933273307566757,0.3333333333333333,19,0.5,0.9057006759492866,1.0,True,0.5491696473652761,1.0,0.6666666666666666,1,0.008403758659612647,1,0.823533088192828,0.34000600257665764,3,0,0.3333333333333333,21,0.0,19,2,2,,,,,,q40-60,,q40-60,,,-0.700202791936414,-0.3814954362931863,-0.3173329687180937,-0.2896710055935259
508,mean_perimeter:q40-60  mean_smoothness:q00-20,35,1.0,0.0,,0.0,34,,0.975,1.0,True,0.0,,,0,0.0,0,0.8971820757409873,,1,0,0.0,35,0.0,34,1,2,,,,,,q40-60,,q00-20,,,-0.8204493417278078,-0.4404831340272386,,
509,mean_perimeter:q60-80  mean_smoothness:q80-100,28,1.0,1.0,1.0,0.9583333333333334,4,0.9787234042553191,0.99894564755452,1.0,True,0.8755950357709131,1.0,0.9791666666666667,23,0.7887983165429797,23,0.3976353643835142,0.9383340836554158,24,0,0.9583333333333334,5,0.5324140209953115,4,1,2,,,,,,q60-80,,q80-100,,,-0.5096761234176734,-0.8273324364324749,-0.8313825116393749,-3.053303484215549
510,mean_perimeter:q60-80  mean_smoothness:q20-40,22,1.0,1.0,1.0,0.8888888888888888,13,0.9411764705882353,0.9971908632534002,1.0,True,0.9085135251589959,1.0,0.9444444444444444,8,0.5175034850830056,8,0.7529473619994964,0.8355575564144416,9,0,0.8888888888888888,14,0.8135577543329905,13,1,2,,,,,,q60-80,,q20-40,,,-1.2426941677274626,-0.45430894097645097,-2.0850575160233706,-1.144988806580827
511,mean_perimeter:q60-80  mean_smoothness:q40-60,29,0.7272727272727273,0.8251468551572947,0.9650139690846747,0.8888888888888888,8,0.8648648648648649,0.9862487843356355,0.9397822658272428,True,0.6289996953045751,0.8421052631578947,0.8080808080808081,19,0.6528795613909625,16,0.39025744042757876,0.6511476470769414,18,3,0.8888888888888888,10,0.3453188679030296,11,2,2,,,,,,q60-80,,q40-60,,,-0.4491028007927802,-0.5953174667324479,-0.4457632036295261,-0.4884204375172213
512,mean_perimeter:q00-20  mean_smoothness:q20-40,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,2,,,,,,q00-20,,q20-40,,,-0.25508540184321093,,,
513,mean_perimeter:q00-20  mean_smoothness:q60-80,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,2,,,,,,q00-20,,q60-80,,,-1.0124901844945495,,,
514,mean_perimeter:q00-20  mean_smoothness:q40-60,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,2,,,,,,q00-20,,q40-60,,,-0.8004185594840726,,,
515,mean_perimeter:q00-20  mean_smoothness:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,2,,,,,,q00-20,,q00-20,,,-0.6377406955509657,,,
516,mean_perimeter:q80-100  mean_symmetry:q80-100,33,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,33,0.8942371899254208,33,,,33,0,1.0,0,0.0,0,0,2,,,,,,q80-100,,,q80-100,,,-0.953221462355236,,
517,mean_perimeter:q80-100  mean_symmetry:q40-60,33,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,33,0.8942371899254208,33,,,33,0,1.0,0,0.0,0,0,2,,,,,,q80-100,,,q40-60,,,-1.853337513826179,,
518,mean_perimeter:q80-100  mean_symmetry:q60-80,22,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,22,0.8456274871844254,22,,,22,0,1.0,0,0.0,0,0,2,,,,,,q80-100,,,q60-80,,,-1.0719651030198003,,
519,mean_perimeter:q20-40  mean_symmetry:q00-20,31,1.0,0.0,,0.0,30,,0.975,1.0,True,0.0,,,0,0.0,0,0.8842966917779725,,1,0,0.0,31,0.0,30,1,2,,,,,,q20-40,,,q00-20,,-0.6528160103042613,-0.8112291613948,,
520,mean_perimeter:q20-40  mean_symmetry:q60-80,23,1.0,1.0,,1.0,22,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8456274871844254,,1,0,1.0,22,0.0,22,0,2,,,,,,q20-40,,,q60-80,,-0.5442052144005933,-0.8368701870358256,-1.0,
521,mean_perimeter:q20-40  mean_symmetry:q20-40,27,1.0,0.0,,0.0,26,,0.975,1.0,True,0.0,,,0,0.0,0,0.8677253955022459,,1,0,0.0,27,0.0,26,1,2,,,,,,q20-40,,,q20-40,,-0.4563043737980554,-0.8112291613948,,
522,mean_perimeter:q40-60  mean_symmetry:q40-60,24,1.0,0.8763842588890232,0.9400455838177655,0.4,19,0.5714285714285715,0.8533672003653274,1.0,True,0.5877538136452587,1.0,0.7,2,0.05274495052631566,2,0.823533088192828,0.4599544161822345,5,0,0.4,22,0.0,19,3,2,,,,,,q40-60,,,q40-60,,-0.8385003309157751,-0.3621947846444502,-0.22104142748146657,-0.2832097491822944
523,mean_perimeter:q40-60  mean_symmetry:q00-20,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,2,,,,,,q40-60,,,q00-20,,-0.632366820281069,,,
524,mean_perimeter:q40-60  mean_symmetry:q20-40,34,1.0,1.0,1.0,0.75,30,0.8571428571428571,0.9936905367902901,1.0,True,0.8519427513705973,1.0,0.875,3,0.1941204496832434,3,0.8842966917779725,0.6300045019324932,4,0,0.75,31,0.40569649550451725,30,1,2,,,,,,q40-60,,,q20-40,,-0.5216573449992533,-0.5381698824475276,-0.533957761173703,-0.5295224303436843
525,mean_perimeter:q60-80  mean_symmetry:q80-100,27,0.6666666666666666,1.0,1.0,0.9583333333333334,2,0.9583333333333334,0.99894564755452,0.9915962413403874,True,0.625,0.9583333333333334,0.8125000000000001,24,0.7887983165429797,23,0.09429932405071303,0.4832971912344969,24,1,0.9583333333333334,3,-0.015254255396193765,3,1,2,,,,,,q60-80,,,q80-100,,-0.3327851772936582,-0.8273324364324749,-0.3829019219235585,-0.3643966203359915
526,mean_perimeter:q60-80  mean_symmetry:q40-60,21,0.6,0.8115874633089567,0.9377028291203213,0.9090909090909091,6,0.8,0.9977010277861846,0.8784477418801728,True,0.5393598899705937,0.7142857142857143,0.7545454545454546,14,0.5872200830116173,10,0.2623780766069451,0.5713880799705877,11,4,0.9090909090909091,7,0.1294612542274864,10,1,2,,,,,,q60-80,,,q40-60,,-0.3010351340100986,-0.47192254288798324,-0.2936850487111308,-0.3439326061672895
527,mean_perimeter:q60-80  mean_symmetry:q60-80,32,1.0,1.0,1.0,0.9130434782608695,9,0.9545454545454545,0.989290033962079,1.0,True,0.8643121965600912,1.0,0.9565217391304348,21,0.7196206640905891,21,0.6637328831200571,0.8976504475229286,23,0,0.9130434782608695,11,0.6157858568679577,9,2,2,,,,,,q60-80,,,q60-80,,-0.9129970102741911,-0.6089163550957617,-1.0117868188383563,-1.8396246263455172
528,mean_perimeter:q00-20  mean_symmetry:q80-100,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,2,,,,,,q00-20,,,q80-100,,-0.8114281310593181,,,
529,mean_perimeter:q00-20  mean_symmetry:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,2,,,,,,q00-20,,,q00-20,,-0.48929029316731887,,,
530,mean_perimeter:q00-20  mean_symmetry:q60-80,26,1.0,0.0,,0.0,25,,0.975,1.0,True,0.0,,,0,0.0,0,0.8628148284692875,,1,0,0.0,26,0.0,25,1,2,,,,,,q00-20,,,q60-80,,-0.6123863497561046,-1.0,,
531,mean_perimeter:q00-20  mean_symmetry:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,2,,,,,,q00-20,,,q20-40,,-0.4236397588011971,,,
532,mean_perimeter:q80-100  mean_texture:q60-80,37,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,37,0.9051094125850101,37,,,37,0,1.0,0,0.0,0,0,2,,,,,,q80-100,,,,q60-80,,-1.4544271142220793,,
533,mean_perimeter:q80-100  mean_texture:q80-100,40,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,40,0.9119026971211966,40,,,40,0,1.0,0,0.0,0,0,2,,,,,,q80-100,,,,q80-100,,-1.9337831427491041,,
534,mean_perimeter:q20-40  mean_texture:q00-20,31,1.0,0.0,,,31,,,1.0,True,0.0,,,0,,0,0.88781125307763,,0,0,,31,0.0,31,0,2,,,,,,q20-40,,,,q00-20,-0.9506430353447296,,,
535,mean_perimeter:q20-40  mean_texture:q20-40,26,1.0,0.0,,0.0,25,,0.975,1.0,True,0.0,,,0,0.0,0,0.8628148284692875,,1,0,0.0,26,0.0,25,1,2,,,,,,q20-40,,,,q20-40,-0.43525704819316985,-0.8112291613948,,
536,mean_perimeter:q20-40  mean_texture:q40-60,30,1.0,1.0,1.0,0.6666666666666666,27,0.8,0.9915962413403874,1.0,True,0.8017837257372732,1.0,0.8333333333333333,2,0.09429932405071303,2,0.8722971323845661,0.5066726692433243,3,0,0.6666666666666666,28,0.0,27,1,2,,,,,,q20-40,,,,q40-60,-0.8587541432881289,-0.899974866891934,-1.0,-0.8356966038649137
537,mean_perimeter:q40-60  mean_texture:q00-20,21,1.0,1.0,,1.0,20,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8315665290169145,,1,0,1.0,20,0.0,20,0,2,,,,,,q40-60,,,,q00-20,-0.6331963016811174,-0.4478092338427371,-0.3781755566245688,
538,mean_perimeter:q40-60  mean_texture:q20-40,35,0.96875,1.0,1.0,0.6666666666666666,31,0.6666666666666666,0.9915962413403874,0.999209131402025,True,0.6354166666666666,0.6666666666666666,0.8177083333333333,3,0.09429932405071303,2,0.8378290058184796,0.4896152891810354,3,1,0.6666666666666666,32,-0.008088235294117629,32,1,2,,,,,,q40-60,,,,q20-40,-0.3651003740721109,-0.477222462360045,-0.31478689821780265,-0.3838690916868433
539,mean_perimeter:q40-60  mean_texture:q60-80,22,1.0,1.0,1.0,0.7777777777777778,13,0.8750000000000001,0.9718550265221126,1.0,True,0.821020142307163,1.0,0.8888888888888888,7,0.3999064262836879,7,0.7529473619994964,0.7448450755073273,9,0,0.7777777777777778,15,0.6236095644623235,13,2,2,,,,,,q40-60,,,,q60-80,-0.3403479340308999,-0.7141708701594955,-0.8430951978489603,-0.7678508096305794
540,mean_perimeter:q40-60  mean_texture:q40-60,21,1.0,1.0,,1.0,18,1.0,1.0,1.0,True,1.0,1.0,1.0,3,0.2924017738212867,3,0.8146980318621477,,3,0,1.0,18,1.0,18,0,2,,,,,,q40-60,,,,q40-60,-0.5918197619625152,-0.6170365990804448,,
541,mean_perimeter:q60-80  mean_texture:q60-80,26,1.0,1.0,1.0,0.9565217391304348,3,0.9777777777777777,0.9988998313695493,1.0,True,0.8469895538599198,1.0,0.9782608695652174,22,0.7805133925465195,22,0.2924017738212867,0.9356529568578252,23,0,0.9565217391304348,4,0.0,3,1,2,,,,,,q60-80,,,,q60-80,-0.43387739116147844,-0.7959097099955049,-0.3887428056322739,-2.9260825057065696
542,mean_perimeter:q60-80  mean_texture:q80-100,33,1.0,0.8899011824410314,0.9942009042425273,0.8518518518518519,6,0.92,0.9581126035262327,1.0,True,0.7149203529842406,1.0,0.9259259259259259,23,0.6626891359757556,23,0.5407418735600996,0.8576509476093248,27,0,0.8518518518518519,10,0.48678848211856107,6,4,2,,,,,,q60-80,,,,q80-100,-0.6684930645535045,-0.4502982124280374,-0.6912309829246358,-1.3364021928251486
543,mean_perimeter:q00-20  mean_texture:q00-20,38,1.0,0.0,,,38,,,1.0,True,0.0,,,0,,0,0.9074872385841217,,0,0,,38,0.0,38,0,2,,,,,,q00-20,,,,q00-20,-1.152829612623568,,,
544,mean_perimeter:q00-20  mean_texture:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,2,,,,,,q00-20,,,,q20-40,-0.41910089848785914,,,
545,mean_perimeter:q00-20  mean_texture:q40-60,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,2,,,,,,q00-20,,,,q40-60,-0.7697241343484931,,,
546,mean_radius:q80-100  mean_smoothness:q80-100,27,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,27,0.8722971323845661,27,,,27,0,1.0,0,0.0,0,0,2,,,,,,,q80-100,q80-100,,,,-0.9410799269480302,,
547,mean_radius:q80-100  mean_smoothness:q20-40,20,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,20,0.8315665290169145,20,,,20,0,1.0,0,0.0,0,0,2,,,,,,,q80-100,q20-40,,,,-1.3105198167241292,,
548,mean_radius:q80-100  mean_smoothness:q60-80,32,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,32,0.8911188393205571,32,,,32,0,1.0,0,0.0,0,0,2,,,,,,,q80-100,q60-80,,,,-1.4133302109504853,,
549,mean_radius:q80-100  mean_smoothness:q40-60,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,2,,,,,,,q80-100,q40-60,,,,-1.6043271326353132,,
550,mean_radius:q20-40  mean_smoothness:q80-100,22,1.0,1.0,1.0,0.8333333333333334,16,0.9090909090909091,0.9957892554855104,1.0,True,0.8856148855400954,1.0,0.9166666666666667,5,0.3587654210025136,5,0.7940927857921769,0.7533363346216623,6,0,0.8333333333333334,17,0.4863447851062047,16,1,2,,,,,,,q20-40,q80-100,,,-0.5839600262140636,-1.015103383726837,-0.6182484752627545,-1.1569892212502793
551,mean_radius:q20-40  mean_smoothness:q20-40,31,1.0,0.0,,,31,,,1.0,True,0.0,,,0,,0,0.88781125307763,,0,0,,31,0.0,31,0,2,,,,,,,q20-40,q20-40,,,-0.38296995739953416,,,
552,mean_radius:q20-40  mean_smoothness:q60-80,20,1.0,1.0,1.0,0.5,18,0.6666666666666666,0.987420882906321,1.0,True,0.6882472016116853,1.0,0.75,1,0.01257911709367899,1,0.8146980318621477,0.2600090038649865,2,0,0.5,19,0.0,18,1,2,,,,,,,q20-40,q60-80,,,-0.6322030201060773,-0.6547490061498019,-0.3175665534188514,-0.38566307375009296
553,mean_radius:q20-40  mean_smoothness:q00-20,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,2,,,,,,,q20-40,q00-20,,,-0.59208793505996,,,
554,mean_radius:q40-60  mean_smoothness:q80-100,21,0.9,1.0,1.0,0.9090909090909091,9,0.9090909090909091,0.9977010277861846,0.9974714214555375,True,0.8090909090909091,0.9090909090909091,0.9045454545454545,11,0.5872200830116173,10,0.5549838829718046,0.7721047302889056,11,1,0.9090909090909091,10,0.5952401679511589,10,1,2,,,,,,,q40-60,q80-100,,,-0.2660255790826754,-1.2178938764799352,-0.882021623390305,-1.0430470310931794
555,mean_radius:q40-60  mean_smoothness:q20-40,24,1.0,1.0,1.0,0.5,22,0.6666666666666666,0.987420882906321,1.0,True,0.6915640748081247,1.0,0.75,1,0.01257911709367899,1,0.8456274871844254,0.2600090038649865,2,0,0.5,23,0.0,22,1,2,,,,,,,q40-60,q20-40,,,-0.3867969221157058,-0.5022785249302564,-0.35700692414690605,-0.32122753616446215
556,mean_radius:q40-60  mean_smoothness:q40-60,21,1.0,1.0,0.9933273307566757,0.3333333333333333,18,0.5,0.9057006759492866,1.0,True,0.5477225575051662,1.0,0.6666666666666666,1,0.008403758659612647,1,0.8146980318621477,0.34000600257665775,3,0,0.3333333333333333,20,0.0,18,2,2,,,,,,,q40-60,q40-60,,,-0.666817657542938,-0.45461192316127913,-0.35700692414690605,-0.3536281539630874
557,mean_radius:q40-60  mean_smoothness:q00-20,34,1.0,0.0,,0.0,33,,0.975,1.0,True,0.0,,,0,0.0,0,0.8942371899254208,,1,0,0.0,34,0.0,33,1,2,,,,,,,q40-60,q00-20,,,-0.7976045475403107,-0.4894576423245736,,
558,mean_radius:q60-80  mean_smoothness:q80-100,27,1.0,1.0,,1.0,4,1.0,1.0,1.0,True,1.0,1.0,1.0,23,0.8518148710847749,23,0.3976353643835142,,23,0,1.0,4,0.0,4,0,2,,,,,,,q60-80,q80-100,,,-0.46991061145815816,-1.1176976220035317,-0.33355779067698976,
559,mean_radius:q60-80  mean_smoothness:q20-40,21,1.0,1.0,1.0,0.875,13,0.9333333333333333,0.9968402764687477,1.0,True,0.9013878188659973,1.0,0.9375,7,0.4734903291248362,7,0.7529473619994964,0.8150022509662467,8,0,0.875,14,0.7570982407720019,13,1,2,,,,,,,q60-80,q20-40,,,-1.145737752627181,-0.4157365049828375,-1.37322097516757,-0.9308567561858295
560,mean_radius:q60-80  mean_smoothness:q40-60,28,0.75,0.9033333333333332,0.9653807124448708,0.875,9,0.8484848484848485,0.9844863961845862,0.9451393554720076,True,0.6333004963811236,0.8235294117647058,0.8125,17,0.6165237631507436,14,0.4281415381219003,0.659619287555129,16,3,0.875,11,0.32409678999352926,12,2,2,,,,,,,q60-80,q40-60,,,-0.4413884973150432,-0.5345600761609053,-0.40897130323380326,-0.4499819330110879
561,mean_radius:q60-80  mean_smoothness:q00-20,20,0.8666666666666667,0.9218033641198339,1.0,0.8,13,0.7272727272727272,0.9949492366205319,0.9834240865599164,True,0.629940788348712,0.6666666666666666,0.8333333333333334,6,0.28358206388191054,4,0.5953973033966279,0.6180627872856329,5,2,0.8,14,0.21214435371946422,15,1,2,,,,,,,q60-80,q00-20,,,-0.6867608947784661,-0.6317697941653834,-0.4002362125115876,-0.5110549730055828
562,mean_radius:q00-20  mean_smoothness:q60-80,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,2,,,,,,,q00-20,q60-80,,,-1.0124901844945495,,,
563,mean_radius:q00-20  mean_smoothness:q40-60,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,2,,,,,,,q00-20,q40-60,,,-0.7670046770322683,,,
564,mean_radius:q00-20  mean_smoothness:q00-20,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,2,,,,,,,q00-20,q00-20,,,-0.683405305522001,,,
565,mean_radius:q80-100  mean_symmetry:q80-100,31,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,31,0.88781125307763,31,,,31,0,1.0,0,0.0,0,0,2,,,,,,,q80-100,,q80-100,,,-0.8986229300862908,,
566,mean_radius:q80-100  mean_symmetry:q40-60,33,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,33,0.8942371899254208,33,,,33,0,1.0,0,0.0,0,0,2,,,,,,,q80-100,,q40-60,,,-1.853337513826179,,
567,mean_radius:q80-100  mean_symmetry:q60-80,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,2,,,,,,,q80-100,,q60-80,,,-1.1167243826365543,,
568,mean_radius:q20-40  mean_symmetry:q00-20,27,1.0,0.0,,,27,,,1.0,True,0.0,,,0,,0,0.8722971323845661,,0,0,,27,0.0,27,0,2,,,,,,,q20-40,,q00-20,,-0.5914743612490299,,,
569,mean_radius:q20-40  mean_symmetry:q60-80,24,1.0,1.0,,1.0,22,1.0,1.0,1.0,True,1.0,1.0,1.0,2,0.15811388300839305,2,0.8456274871844254,,2,0,1.0,22,0.0,22,0,2,,,,,,,q20-40,,q60-80,,-0.5442052144005933,-0.7730924424060943,-0.3175665534188514,
570,mean_radius:q20-40  mean_symmetry:q20-40,28,1.0,0.0,,0.0,27,,0.975,1.0,True,0.0,,,0,0.0,0,0.8722971323845661,,1,0,0.0,28,0.0,27,1,2,,,,,,,q20-40,,q20-40,,-0.472639978269669,-0.641903378884948,,
571,mean_radius:q40-60  mean_symmetry:q40-60,24,1.0,0.0,0.9400455838177655,0.4,19,0.5714285714285715,0.8533672003653274,1.0,True,0.5877538136452587,1.0,0.7,2,0.05274495052631566,2,0.823533088192828,0.4599544161822345,5,0,0.4,22,0.0,19,3,2,,,,,,,q40-60,,q40-60,,-0.8385003309157751,-0.4441400444507857,,-0.37024440413168463
572,mean_radius:q40-60  mean_symmetry:q00-20,31,1.0,0.0,,0.0,30,,0.975,1.0,True,0.0,,,0,0.0,0,0.8842966917779725,,1,0,0.0,31,0.0,30,1,2,,,,,,,q40-60,,q00-20,,-0.6528160103042613,-0.4894576423245736,,
573,mean_radius:q40-60  mean_symmetry:q20-40,32,1.0,1.0,1.0,0.75,28,0.8571428571428571,0.9936905367902901,1.0,True,0.8509629433967631,1.0,0.875,3,0.1941204496832434,3,0.8765638814997305,0.6300045019324932,4,0,0.75,29,0.5355288084648159,28,1,2,,,,,,,q40-60,,q20-40,,-0.4889774671147112,-0.6202229748876993,-0.7686309305145838,-0.6424550723289243
574,mean_radius:q60-80  mean_symmetry:q80-100,26,0.6666666666666666,1.0,1.0,0.9565217391304348,2,0.9565217391304348,0.9988998313695493,0.9915962413403874,True,0.6231884057971014,0.9565217391304348,0.8115942028985508,23,0.7805133925465195,22,0.09429932405071303,0.48216648140412877,23,1,0.9565217391304348,3,-0.05191666666666664,3,1,2,,,,,,,q60-80,,q80-100,,-0.30609018073226524,-0.7533709440067722,-0.31709526167502794,-0.33255167613364456
