,description,size,kolmogorov_smirnoff_confidence_score_statistic,kolmogorov_smirnoff_malignancy_score_statistic,kolmogorov_smirnoff_outlier_score_statistic,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,worst_area,worst_compactness,worst_concave_points,worst_concavity,worst_fractal_dimension,worst_perimeter,worst_radius,worst_smoothness,worst_symmetry,worst_texture
3802,mean_radius:q80-100  worst_perimeter:q80-100  worst_radius:q80-100,101,-0.38552509097063553,-0.8547008547008547,-0.8547008547008547,,,,,,,q80-100,,,,,,,,,q80-100,q80-100,,,
3803,mean_radius:q20-40  worst_perimeter:q20-40  worst_radius:q20-40,78,-0.29662123348477726,0.5312026737688652,0.5312026737688652,,,,,,,q20-40,,,,,,,,,q20-40,q20-40,,,
3804,mean_radius:q40-60  worst_perimeter:q40-60  worst_radius:q40-60,72,0.1916219539458976,0.3991728146657724,0.3991728146657724,,,,,,,q40-60,,,,,,,,,q40-60,q40-60,,,
3805,mean_radius:q60-80  worst_perimeter:q60-80  worst_radius:q60-80,79,0.4460604494962542,-0.5877551020408164,-0.5877551020408164,,,,,,,q60-80,,,,,,,,,q60-80,q60-80,,,
3806,mean_radius:q00-20  worst_perimeter:q00-20  worst_radius:q00-20,101,-0.20155284759245154,0.5148091732250148,0.5148091732250148,,,,,,,q00-20,,,,,,,,,q00-20,q00-20,,,
3807,mean_radius:q80-100  worst_perimeter:q80-100  worst_smoothness:q80-100,29,-0.4590676883780332,-0.7988505747126436,-0.7988505747126436,,,,,,,q80-100,,,,,,,,,q80-100,,q80-100,,
3808,mean_radius:q80-100  worst_perimeter:q80-100  worst_smoothness:q60-80,29,-0.4954022988505747,-0.8425925925925926,-0.8425925925925926,,,,,,,q80-100,,,,,,,,,q80-100,,q60-80,,
3809,mean_radius:q80-100  worst_perimeter:q80-100  worst_smoothness:q40-60,20,-0.35737704918032787,-0.73224043715847,-0.73224043715847,,,,,,,q80-100,,,,,,,,,q80-100,,q40-60,,
3810,mean_radius:q20-40  worst_perimeter:q20-40  worst_smoothness:q00-20,22,-0.3256606282200432,0.48288183480139607,0.48288183480139607,,,,,,,q20-40,,,,,,,,,q20-40,,q00-20,,
3811,mean_radius:q40-60  worst_perimeter:q40-60  worst_smoothness:q00-20,23,0.28077719382067207,0.4725274725274725,0.4725274725274725,,,,,,,q40-60,,,,,,,,,q40-60,,q00-20,,
3812,mean_radius:q60-80  worst_perimeter:q60-80  worst_smoothness:q80-100,20,0.3482695810564663,-0.671311475409836,-0.671311475409836,,,,,,,q60-80,,,,,,,,,q60-80,,q80-100,,
3813,mean_radius:q00-20  worst_perimeter:q00-20  worst_smoothness:q60-80,20,-0.22176684881602915,0.4245901639344262,0.4245901639344262,,,,,,,q00-20,,,,,,,,,q00-20,,q60-80,,
3814,mean_radius:q00-20  worst_perimeter:q00-20  worst_smoothness:q40-60,22,-0.26192454711650326,0.5249293667940834,0.5249293667940834,,,,,,,q00-20,,,,,,,,,q00-20,,q40-60,,
3815,mean_radius:q00-20  worst_perimeter:q00-20  worst_smoothness:q00-20,26,-0.24351891202719933,0.5267034990791897,0.5267034990791897,,,,,,,q00-20,,,,,,,,,q00-20,,q00-20,,
3816,mean_radius:q80-100  worst_perimeter:q80-100  worst_symmetry:q80-100,31,-0.47385777671183593,-0.8394891473797818,-0.8394891473797818,,,,,,,q80-100,,,,,,,,,q80-100,,,q80-100,
3817,mean_radius:q80-100  worst_perimeter:q80-100  worst_symmetry:q40-60,21,-0.2514772332290581,-0.7682481751824818,-0.7682481751824818,,,,,,,q80-100,,,,,,,,,q80-100,,,q40-60,
3818,mean_radius:q80-100  worst_perimeter:q80-100  worst_symmetry:q60-80,27,-0.4050840508405084,-0.7452507858411918,-0.7452507858411918,,,,,,,q80-100,,,,,,,,,q80-100,,,q60-80,
3819,mean_radius:q20-40  worst_perimeter:q20-40  worst_symmetry:q40-60,23,-0.28300684822423955,0.4945054945054945,0.4945054945054945,,,,,,,q20-40,,,,,,,,,q20-40,,,q40-60,
3820,mean_radius:q20-40  worst_perimeter:q20-40  worst_symmetry:q00-20,23,-0.19103360407708234,0.47985347985347987,0.47985347985347987,,,,,,,q20-40,,,,,,,,,q20-40,,,q00-20,
3821,mean_radius:q40-60  worst_perimeter:q40-60  worst_symmetry:q00-20,21,0.20881126173096975,0.4708029197080292,0.4708029197080292,,,,,,,q40-60,,,,,,,,,q40-60,,,q00-20,
3822,mean_radius:q40-60  worst_perimeter:q40-60  worst_symmetry:q20-40,20,0.3025500910746812,0.424408014571949,0.424408014571949,,,,,,,q40-60,,,,,,,,,q40-60,,,q20-40,
3823,mean_radius:q60-80  worst_perimeter:q60-80  worst_symmetry:q80-100,26,0.33212919677008074,-0.6429380932143363,-0.6429380932143363,,,,,,,q60-80,,,,,,,,,q60-80,,,q80-100,
3824,mean_radius:q00-20  worst_perimeter:q00-20  worst_symmetry:q40-60,26,-0.26398923360249327,0.527553477829721,0.527553477829721,,,,,,,q00-20,,,,,,,,,q00-20,,,q40-60,
3825,mean_radius:q00-20  worst_perimeter:q00-20  worst_symmetry:q00-20,25,-0.2788970588235294,0.5330882352941176,0.5330882352941176,,,,,,,q00-20,,,,,,,,,q00-20,,,q00-20,
3826,mean_radius:q00-20  worst_perimeter:q00-20  worst_symmetry:q60-80,22,-0.21273059664284527,0.4149908592321755,0.4149908592321755,,,,,,,q00-20,,,,,,,,,q00-20,,,q60-80,
3827,mean_radius:q00-20  worst_perimeter:q00-20  worst_symmetry:q20-40,21,-0.2808481056656239,0.5217240180743831,0.5217240180743831,,,,,,,q00-20,,,,,,,,,q00-20,,,q20-40,
3828,mean_radius:q80-100  worst_perimeter:q80-100  worst_texture:q40-60,25,-0.3275735294117647,-0.7596323529411765,-0.7596323529411765,,,,,,,q80-100,,,,,,,,,q80-100,,,,q40-60
3829,mean_radius:q80-100  worst_perimeter:q80-100  worst_texture:q60-80,29,-0.4590676883780332,-0.8099616858237548,-0.8099616858237548,,,,,,,q80-100,,,,,,,,,q80-100,,,,q60-80
3830,mean_radius:q80-100  worst_perimeter:q80-100  worst_texture:q80-100,35,-0.42504012841091493,-0.8216158373461744,-0.8216158373461744,,,,,,,q80-100,,,,,,,,,q80-100,,,,q80-100
3831,mean_radius:q20-40  worst_perimeter:q20-40  worst_texture:q00-20,21,-0.4470802919708029,0.6604101494612443,0.6604101494612443,,,,,,,q20-40,,,,,,,,,q20-40,,,,q00-20
3832,mean_radius:q20-40  worst_perimeter:q20-40  worst_texture:q20-40,23,-0.3700430004777831,0.5650581302755215,0.5650581302755215,,,,,,,q20-40,,,,,,,,,q20-40,,,,q20-40
3833,mean_radius:q40-60  worst_perimeter:q40-60  worst_texture:q20-40,20,-0.173224043715847,0.4245901639344262,0.4245901639344262,,,,,,,q40-60,,,,,,,,,q40-60,,,,q20-40
3834,mean_radius:q60-80  worst_perimeter:q60-80  worst_texture:q60-80,22,0.3480970583347183,-0.5648994515539305,-0.5648994515539305,,,,,,,q60-80,,,,,,,,,q60-80,,,,q60-80
3835,mean_radius:q00-20  worst_perimeter:q00-20  worst_texture:q00-20,34,-0.2697636063771303,0.4501924134139637,0.4501924134139637,,,,,,,q00-20,,,,,,,,,q00-20,,,,q00-20
3836,mean_radius:q00-20  worst_perimeter:q00-20  worst_texture:q20-40,30,-0.1847247990105133,0.419604205318491,0.419604205318491,,,,,,,q00-20,,,,,,,,,q00-20,,,,q20-40
3837,mean_radius:q80-100  worst_radius:q80-100  worst_smoothness:q80-100,29,-0.4590676883780332,-0.7988505747126436,-0.7988505747126436,,,,,,,q80-100,,,,,,,,,,q80-100,q80-100,,
3838,mean_radius:q80-100  worst_radius:q80-100  worst_smoothness:q60-80,31,-0.5066554742774914,-0.8382899628252788,-0.8382899628252788,,,,,,,q80-100,,,,,,,,,,q80-100,q60-80,,
3839,mean_radius:q80-100  worst_radius:q80-100  worst_smoothness:q40-60,20,-0.35737704918032787,-0.73224043715847,-0.73224043715847,,,,,,,q80-100,,,,,,,,,,q80-100,q40-60,,
3840,mean_radius:q20-40  worst_radius:q20-40  worst_smoothness:q60-80,20,-0.34262295081967215,0.553096539162113,0.553096539162113,,,,,,,q20-40,,,,,,,,,,q20-40,q60-80,,
3841,mean_radius:q20-40  worst_radius:q20-40  worst_smoothness:q00-20,23,-0.32831661092530656,0.48582576843446407,0.48582576843446407,,,,,,,q20-40,,,,,,,,,,q20-40,q00-20,,
3842,mean_radius:q40-60  worst_radius:q40-60  worst_smoothness:q20-40,20,0.12659380692167577,0.4007285974499089,0.4007285974499089,,,,,,,q40-60,,,,,,,,,,q40-60,q20-40,,
3843,mean_radius:q40-60  worst_radius:q40-60  worst_smoothness:q40-60,20,0.16411657559198542,0.45091074681238613,0.45091074681238613,,,,,,,q40-60,,,,,,,,,,q40-60,q40-60,,
3844,mean_radius:q40-60  worst_radius:q40-60  worst_smoothness:q00-20,21,0.26824817518248173,0.5145985401459854,0.5145985401459854,,,,,,,q40-60,,,,,,,,,,q40-60,q00-20,,
3845,mean_radius:q60-80  worst_radius:q60-80  worst_smoothness:q80-100,23,0.26931039974518234,-0.6817964644051601,-0.6817964644051601,,,,,,,q60-80,,,,,,,,,,q60-80,q80-100,,
3846,mean_radius:q60-80  worst_radius:q60-80  worst_smoothness:q20-40,22,0.6727605118829981,-0.4643510054844607,-0.4643510054844607,,,,,,,q60-80,,,,,,,,,,q60-80,q20-40,,
3847,mean_radius:q00-20  worst_radius:q00-20  worst_smoothness:q60-80,21,-0.18986791797010774,0.4051094890510949,0.4051094890510949,,,,,,,q00-20,,,,,,,,,,q00-20,q60-80,,
3848,mean_radius:q00-20  worst_radius:q00-20  worst_smoothness:q40-60,24,-0.2707951070336391,0.5308103975535168,0.5308103975535168,,,,,,,q00-20,,,,,,,,,,q00-20,q40-60,,
3849,mean_radius:q00-20  worst_radius:q00-20  worst_smoothness:q00-20,25,-0.2398529411764706,0.5257352941176471,0.5257352941176471,,,,,,,q00-20,,,,,,,,,,q00-20,q00-20,,
3850,mean_radius:q80-100  worst_radius:q80-100  worst_symmetry:q80-100,32,-0.44564711359404097,-0.8090083798882681,-0.8090083798882681,,,,,,,q80-100,,,,,,,,,,q80-100,,q80-100,
3851,mean_radius:q80-100  worst_radius:q80-100  worst_symmetry:q40-60,21,-0.2533020507473062,-0.7682481751824818,-0.7682481751824818,,,,,,,q80-100,,,,,,,,,,q80-100,,q40-60,
3852,mean_radius:q80-100  worst_radius:q80-100  worst_symmetry:q60-80,27,-0.4050840508405084,-0.7452507858411918,-0.7452507858411918,,,,,,,q80-100,,,,,,,,,,q80-100,,q60-80,
3853,mean_radius:q20-40  worst_radius:q20-40  worst_symmetry:q40-60,22,-0.3256606282200432,0.4977563569885325,0.4977563569885325,,,,,,,q20-40,,,,,,,,,,q20-40,,q40-60,
3854,mean_radius:q20-40  worst_radius:q20-40  worst_symmetry:q00-20,22,-0.22768821671929532,0.4789762340036563,0.4789762340036563,,,,,,,q20-40,,,,,,,,,,q20-40,,q00-20,
3855,mean_radius:q20-40  worst_radius:q20-40  worst_symmetry:q20-40,20,-0.37723132969034606,0.553096539162113,0.553096539162113,,,,,,,q20-40,,,,,,,,,,q20-40,,q20-40,
3856,mean_radius:q40-60  worst_radius:q40-60  worst_symmetry:q20-40,22,0.3131128469336879,0.4259597806215722,0.4259597806215722,,,,,,,q40-60,,,,,,,,,,q40-60,,q20-40,
3857,mean_radius:q60-80  worst_radius:q60-80  worst_symmetry:q80-100,27,0.25946426130927974,-0.6456197895312287,-0.6456197895312287,,,,,,,q60-80,,,,,,,,,,q60-80,,q80-100,
3858,mean_radius:q00-20  worst_radius:q00-20  worst_symmetry:q40-60,26,-0.26398923360249327,0.527553477829721,0.527553477829721,,,,,,,q00-20,,,,,,,,,,q00-20,,q40-60,
3859,mean_radius:q00-20  worst_radius:q00-20  worst_symmetry:q00-20,26,-0.2842470604901544,0.5340699815837937,0.5340699815837937,,,,,,,q00-20,,,,,,,,,,q00-20,,q00-20,
3860,mean_radius:q00-20  worst_radius:q00-20  worst_symmetry:q60-80,23,-0.18840579710144928,0.4157509157509158,0.4157509157509158,,,,,,,q00-20,,,,,,,,,,q00-20,,q60-80,
3861,mean_radius:q00-20  worst_radius:q00-20  worst_symmetry:q20-40,21,-0.23140424052832811,0.47228015293708725,0.47228015293708725,,,,,,,q00-20,,,,,,,,,,q00-20,,q20-40,
3862,mean_radius:q80-100  worst_radius:q80-100  worst_texture:q40-60,26,-0.3362374273976484,-0.7626434339141521,-0.7626434339141521,,,,,,,q80-100,,,,,,,,,,q80-100,,,q40-60
3863,mean_radius:q80-100  worst_radius:q80-100  worst_texture:q60-80,30,-0.4307977736549165,-0.7774891774891775,-0.7774891774891775,,,,,,,q80-100,,,,,,,,,,q80-100,,,q60-80
3864,mean_radius:q80-100  worst_radius:q80-100  worst_texture:q80-100,36,-0.42922659995830725,-0.8164998957681885,-0.8164998957681885,,,,,,,q80-100,,,,,,,,,,q80-100,,,q80-100
3865,mean_radius:q20-40  worst_radius:q20-40  worst_texture:q00-20,22,-0.44864550440418816,0.6638690377264418,0.6638690377264418,,,,,,,q20-40,,,,,,,,,,q20-40,,,q00-20
3866,mean_radius:q20-40  worst_radius:q20-40  worst_texture:q20-40,24,-0.3400611620795107,0.5263761467889908,0.5263761467889908,,,,,,,q20-40,,,,,,,,,,q20-40,,,q20-40
3867,mean_radius:q40-60  worst_radius:q40-60  worst_texture:q20-40,20,-0.2250455373406193,0.47641165755919856,0.47641165755919856,,,,,,,q40-60,,,,,,,,,,q40-60,,,q20-40
3868,mean_radius:q60-80  worst_radius:q60-80  worst_texture:q60-80,23,0.31000159261028826,-0.5366300366300366,-0.5366300366300366,,,,,,,q60-80,,,,,,,,,,q60-80,,,q60-80
3869,mean_radius:q60-80  worst_radius:q60-80  worst_texture:q80-100,20,0.34444444444444444,-0.5701275045537341,-0.5701275045537341,,,,,,,q60-80,,,,,,,,,,q60-80,,,q80-100
3870,mean_radius:q00-20  worst_radius:q00-20  worst_texture:q00-20,34,-0.2697636063771303,0.4501924134139637,0.4501924134139637,,,,,,,q00-20,,,,,,,,,,q00-20,,,q00-20
3871,mean_radius:q00-20  worst_radius:q00-20  worst_texture:q20-40,30,-0.1847247990105133,0.419604205318491,0.419604205318491,,,,,,,q00-20,,,,,,,,,,q00-20,,,q20-40
3872,mean_smoothness:q80-100  mean_symmetry:q80-100  worst_compactness:q80-100,38,0.11155714144117355,-0.6874318564773516,-0.6874318564773516,,,,,,,,q80-100,q80-100,,,q80-100,,,,,,,,
3873,mean_smoothness:q00-20  mean_symmetry:q00-20  worst_compactness:q00-20,21,-0.17448731317344457,0.4303093500173792,0.4303093500173792,,,,,,,,q00-20,q00-20,,,q00-20,,,,,,,,
3874,mean_smoothness:q80-100  mean_symmetry:q80-100  worst_concave_points:q80-100,34,-0.14150632215503023,-0.6789994502473887,-0.6789994502473887,,,,,,,,q80-100,q80-100,,,,q80-100,,,,,,,
3875,mean_smoothness:q00-20  mean_symmetry:q00-20  worst_concave_points:q00-20,23,-0.20242076763815894,0.5311355311355311,0.5311355311355311,,,,,,,,q00-20,q00-20,,,,q00-20,,,,,,,
3876,mean_smoothness:q80-100  mean_symmetry:q80-100  worst_concavity:q80-100,38,0.08226781643373972,-0.6874318564773516,-0.6874318564773516,,,,,,,,q80-100,q80-100,,,,,q80-100,,,,,,
3877,mean_smoothness:q80-100  mean_symmetry:q80-100  worst_fractal_dimension:q80-100,34,0.18372732270478284,-0.6164376030786146,-0.6164376030786146,,,,,,,,q80-100,q80-100,,,,,,q80-100,,,,,
3878,mean_smoothness:q80-100  mean_symmetry:q80-100  worst_perimeter:q80-100,20,-0.4091985428051002,-0.7468123861566485,-0.7468123861566485,,,,,,,,q80-100,q80-100,,,,,,,q80-100,,,,
3879,mean_smoothness:q80-100  mean_symmetry:q80-100  worst_smoothness:q80-100,36,0.18964978111319575,-0.5943297894517406,-0.5943297894517406,,,,,,,,q80-100,q80-100,,,,,,,,,q80-100,,
3880,mean_smoothness:q00-20  mean_symmetry:q00-20  worst_smoothness:q00-20,34,0.19785596481583287,0.3804288070368334,0.3804288070368334,,,,,,,,q00-20,q00-20,,,,,,,,,q00-20,,
3881,mean_smoothness:q00-20  mean_symmetry:q20-40  worst_smoothness:q00-20,21,-0.1618873826903024,0.3992874522071602,0.3992874522071602,,,,,,,,q00-20,q20-40,,,,,,,,,q00-20,,
3882,mean_smoothness:q80-100  mean_symmetry:q80-100  worst_symmetry:q80-100,35,0.14109149277688604,-0.5898341359015516,-0.5898341359015516,,,,,,,,q80-100,q80-100,,,,,,,,,,q80-100,
3883,mean_smoothness:q00-20  mean_symmetry:q00-20  worst_symmetry:q00-20,30,0.1453308596165739,0.3489177489177489,0.3489177489177489,,,,,,,,q00-20,q00-20,,,,,,,,,,q00-20,
3884,mean_smoothness:q00-20  mean_texture:q00-20  worst_smoothness:q00-20,20,-0.11247723132969034,0.3762295081967213,0.3762295081967213,,,,,,,,q00-20,,q00-20,,,,,,,,q00-20,,
3885,mean_smoothness:q00-20  mean_texture:q20-40  worst_smoothness:q00-20,21,-0.2553006604101495,0.5127737226277372,0.5127737226277372,,,,,,,,q00-20,,q20-40,,,,,,,,q00-20,,
3886,mean_smoothness:q40-60  mean_texture:q00-20  worst_texture:q00-20,22,-0.21273059664284527,0.3835798570716304,0.3835798570716304,,,,,,,,q40-60,,q00-20,,,,,,,,,,q00-20
3887,mean_smoothness:q00-20  mean_texture:q00-20  worst_texture:q00-20,21,-0.07785888077858881,0.36296489398679177,0.36296489398679177,,,,,,,,q00-20,,q00-20,,,,,,,,,,q00-20
3888,mean_smoothness:q00-20  mean_texture:q80-100  worst_texture:q80-100,22,0.265830147914243,0.24937676583014792,0.24937676583014792,,,,,,,,q00-20,,q80-100,,,,,,,,,,q80-100
3889,mean_smoothness:q80-100  worst_area:q80-100  worst_compactness:q80-100,24,-0.5043577981651376,-0.7840214067278287,-0.7840214067278287,,,,,,,,q80-100,,,q80-100,q80-100,,,,,,,,
3890,mean_smoothness:q80-100  worst_area:q80-100  worst_concave_points:q80-100,31,-0.5748890754287085,-0.8041731622496702,-0.8041731622496702,,,,,,,,q80-100,,,q80-100,,q80-100,,,,,,,
3891,mean_smoothness:q00-20  worst_area:q00-20  worst_concave_points:q00-20,21,-0.271724018074383,0.5291970802919708,0.5291970802919708,,,,,,,,q00-20,,,q00-20,,q00-20,,,,,,,
3892,mean_smoothness:q80-100  worst_area:q80-100  worst_concavity:q80-100,28,-0.5644309479799313,-0.7960786902561394,-0.7960786902561394,,,,,,,,q80-100,,,q80-100,,,q80-100,,,,,,
3893,mean_smoothness:q80-100  worst_area:q80-100  worst_perimeter:q80-100,33,-0.48467887833559475,-0.7649253731343284,-0.7649253731343284,,,,,,,,q80-100,,,q80-100,,,,,q80-100,,,,
3894,mean_smoothness:q80-100  worst_area:q60-80  worst_perimeter:q60-80,22,0.42330064816353663,-0.6416819012797075,-0.6416819012797075,,,,,,,,q80-100,,,q60-80,,,,,q60-80,,,,
3895,mean_smoothness:q20-40  worst_area:q20-40  worst_perimeter:q20-40,27,-0.32205822058220585,0.46993303266366,0.46993303266366,,,,,,,,q20-40,,,q20-40,,,,,q20-40,,,,
3896,mean_smoothness:q20-40  worst_area:q40-60  worst_perimeter:q40-60,25,0.11705882352941177,0.4025735294117647,0.4025735294117647,,,,,,,,q20-40,,,q40-60,,,,,q40-60,,,,
3897,mean_smoothness:q60-80  worst_area:q80-100  worst_perimeter:q80-100,30,-0.46957328385899816,-0.8127396413110699,-0.8127396413110699,,,,,,,,q60-80,,,q80-100,,,,,q80-100,,,,
3898,mean_smoothness:q60-80  worst_area:q60-80  worst_perimeter:q60-80,21,0.3994612443517553,-0.61478971150504,-0.61478971150504,,,,,,,,q60-80,,,q60-80,,,,,q60-80,,,,
3899,mean_smoothness:q60-80  worst_area:q00-20  worst_perimeter:q00-20,29,-0.2157726692209451,0.5083652618135377,0.5083652618135377,,,,,,,,q60-80,,,q00-20,,,,,q00-20,,,,
3900,mean_smoothness:q40-60  worst_area:q80-100  worst_perimeter:q80-100,26,-0.3550786230344241,-0.8013174670633234,-0.8013174670633234,,,,,,,,q40-60,,,q80-100,,,,,q80-100,,,,
3901,mean_smoothness:q40-60  worst_area:q60-80  worst_perimeter:q60-80,23,0.5449912406434145,-0.5567765567765568,-0.5567765567765568,,,,,,,,q40-60,,,q60-80,,,,,q60-80,,,,
3902,mean_smoothness:q40-60  worst_area:q00-20  worst_perimeter:q00-20,20,-0.27358834244080144,0.4855191256830601,0.4855191256830601,,,,,,,,q40-60,,,q00-20,,,,,q00-20,,,,
3903,mean_smoothness:q00-20  worst_area:q20-40  worst_perimeter:q20-40,26,-0.33538744864711717,0.5340699815837937,0.5340699815837937,,,,,,,,q00-20,,,q20-40,,,,,q20-40,,,,
3904,mean_smoothness:q00-20  worst_area:q40-60  worst_perimeter:q40-60,25,0.20073529411764707,0.47654411764705884,0.47654411764705884,,,,,,,,q00-20,,,q40-60,,,,,q40-60,,,,
3905,mean_smoothness:q00-20  worst_area:q00-20  worst_perimeter:q00-20,26,-0.24351891202719933,0.5267034990791897,0.5267034990791897,,,,,,,,q00-20,,,q00-20,,,,,q00-20,,,,
3906,mean_smoothness:q80-100  worst_area:q80-100  worst_radius:q80-100,33,-0.48467887833559475,-0.7649253731343284,-0.7649253731343284,,,,,,,,q80-100,,,q80-100,,,,,,q80-100,,,
3907,mean_smoothness:q80-100  worst_area:q60-80  worst_radius:q60-80,24,0.40787461773700306,-0.6440366972477064,-0.6440366972477064,,,,,,,,q80-100,,,q60-80,,,,,,q60-80,,,
3908,mean_smoothness:q20-40  worst_area:q20-40  worst_radius:q20-40,29,-0.27088122605363985,0.5187739463601533,0.5187739463601533,,,,,,,,q20-40,,,q20-40,,,,,,q20-40,,,
3909,mean_smoothness:q20-40  worst_area:q40-60  worst_radius:q40-60,28,0.12780565091101134,0.4048059149722736,0.4048059149722736,,,,,,,,q20-40,,,q40-60,,,,,,q40-60,,,
3910,mean_smoothness:q60-80  worst_area:q80-100  worst_radius:q80-100,30,-0.46957328385899816,-0.8127396413110699,-0.8127396413110699,,,,,,,,q60-80,,,q80-100,,,,,,q80-100,,,
3911,mean_smoothness:q60-80  worst_area:q60-80  worst_radius:q60-80,21,0.3994612443517553,-0.61478971150504,-0.61478971150504,,,,,,,,q60-80,,,q60-80,,,,,,q60-80,,,
3912,mean_smoothness:q60-80  worst_area:q00-20  worst_radius:q00-20,31,-0.22598632929607868,0.5196666266938482,0.5196666266938482,,,,,,,,q60-80,,,q00-20,,,,,,q00-20,,,
3913,mean_smoothness:q40-60  worst_area:q80-100  worst_radius:q80-100,26,-0.3550786230344241,-0.8013174670633234,-0.8013174670633234,,,,,,,,q40-60,,,q80-100,,,,,,q80-100,,,
3914,mean_smoothness:q40-60  worst_area:q60-80  worst_radius:q60-80,26,0.47435897435897434,-0.5158662700099165,-0.5158662700099165,,,,,,,,q40-60,,,q60-80,,,,,,q60-80,,,
3915,mean_smoothness:q40-60  worst_area:q00-20  worst_radius:q00-20,22,-0.23657969087585176,0.4773973741066977,0.4773973741066977,,,,,,,,q40-60,,,q00-20,,,,,,q00-20,,,
3916,mean_smoothness:q00-20  worst_area:q20-40  worst_radius:q20-40,28,-0.30195405334037495,0.5360443622920518,0.5360443622920518,,,,,,,,q00-20,,,q20-40,,,,,,q20-40,,,
3917,mean_smoothness:q00-20  worst_area:q40-60  worst_radius:q40-60,30,0.23778602350030922,0.39907235621521336,0.39907235621521336,,,,,,,,q00-20,,,q40-60,,,,,,q40-60,,,
3918,mean_smoothness:q00-20  worst_area:q00-20  worst_radius:q00-20,26,-0.24351891202719933,0.5267034990791897,0.5267034990791897,,,,,,,,q00-20,,,q00-20,,,,,,q00-20,,,
3919,mean_smoothness:q80-100  worst_area:q80-100  worst_smoothness:q80-100,21,-0.4830552659019812,-0.7735488355926312,-0.7735488355926312,,,,,,,,q80-100,,,q80-100,,,,,,,q80-100,,
3920,mean_smoothness:q00-20  worst_area:q20-40  worst_smoothness:q00-20,21,-0.32281890858533197,0.5291970802919708,0.5291970802919708,,,,,,,,q00-20,,,q20-40,,,,,,,q00-20,,
3921,mean_smoothness:q00-20  worst_area:q40-60  worst_smoothness:q00-20,25,0.24257352941176472,0.43470588235294116,0.43470588235294116,,,,,,,,q00-20,,,q40-60,,,,,,,q00-20,,
3922,mean_smoothness:q00-20  worst_area:q00-20  worst_smoothness:q00-20,21,-0.22228015293708725,0.5218978102189781,0.5218978102189781,,,,,,,,q00-20,,,q00-20,,,,,,,q00-20,,
3923,mean_smoothness:q80-100  worst_compactness:q80-100  worst_concave_points:q80-100,41,-0.16657427937915742,-0.6934127864005912,-0.6934127864005912,,,,,,,,q80-100,,,,q80-100,q80-100,,,,,,,
3924,mean_smoothness:q60-80  worst_compactness:q80-100  worst_concave_points:q80-100,20,-0.25901639344262295,-0.6913479052823315,-0.6913479052823315,,,,,,,,q60-80,,,,q80-100,q80-100,,,,,,,
