,description,size,kolmogorov_smirnoff_confidence_score_statistic,kolmogorov_smirnoff_malignancy_score_statistic,kolmogorov_smirnoff_outlier_score_statistic,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,worst_area,worst_compactness,worst_concave_points,worst_concavity,worst_fractal_dimension,worst_perimeter,worst_radius,worst_smoothness,worst_symmetry,worst_texture
3667,mean_radius:q20-40  worst_area:q20-40  worst_texture:q00-20,21,-0.4470802919708029,0.6604101494612443,0.6604101494612443,,,,,,,q20-40,,,,q20-40,,,,,,,,,q00-20
3668,mean_radius:q20-40  worst_area:q20-40  worst_texture:q20-40,23,-0.32473323777671603,0.5197483675744545,0.5197483675744545,,,,,,,q20-40,,,,q20-40,,,,,,,,,q20-40
3669,mean_radius:q40-60  worst_area:q40-60  worst_texture:q20-40,20,-0.2250455373406193,0.47641165755919856,0.47641165755919856,,,,,,,q40-60,,,,q40-60,,,,,,,,,q20-40
3670,mean_radius:q60-80  worst_area:q60-80  worst_texture:q60-80,23,0.3553113553113553,-0.5366300366300366,-0.5366300366300366,,,,,,,q60-80,,,,q60-80,,,,,,,,,q60-80
3671,mean_radius:q00-20  worst_area:q00-20  worst_texture:q00-20,34,-0.2697636063771303,0.4501924134139637,0.4501924134139637,,,,,,,q00-20,,,,q00-20,,,,,,,,,q00-20
3672,mean_radius:q00-20  worst_area:q00-20  worst_texture:q20-40,29,-0.20012771392081738,0.42758620689655175,0.42758620689655175,,,,,,,q00-20,,,,q00-20,,,,,,,,,q20-40
3673,mean_radius:q80-100  worst_compactness:q80-100  worst_concave_points:q80-100,38,-0.5106056100703736,-0.8211418376449598,-0.8211418376449598,,,,,,,q80-100,,,,,q80-100,q80-100,,,,,,,
3674,mean_radius:q80-100  worst_compactness:q60-80  worst_concave_points:q80-100,25,-0.36941176470588233,-0.798235294117647,-0.798235294117647,,,,,,,q80-100,,,,,q60-80,q80-100,,,,,,,
3675,mean_radius:q60-80  worst_compactness:q80-100  worst_concave_points:q80-100,26,-0.23452330358407705,-0.7513812154696132,-0.7513812154696132,,,,,,,q60-80,,,,,q80-100,q80-100,,,,,,,
3676,mean_radius:q00-20  worst_compactness:q00-20  worst_concave_points:q00-20,44,-0.28653679653679653,0.5774025974025974,0.5774025974025974,,,,,,,q00-20,,,,,q00-20,q00-20,,,,,,,
3677,mean_radius:q80-100  worst_compactness:q80-100  worst_concavity:q80-100,38,-0.4992070571910001,-0.8211418376449598,-0.8211418376449598,,,,,,,q80-100,,,,,q80-100,,q80-100,,,,,,
3678,mean_radius:q80-100  worst_compactness:q60-80  worst_concavity:q60-80,24,-0.3617737003058104,-0.7950305810397553,-0.7950305810397553,,,,,,,q80-100,,,,,q60-80,,q60-80,,,,,,
3679,mean_radius:q20-40  worst_compactness:q00-20  worst_concavity:q00-20,25,-0.24948529411764706,0.44941176470588234,0.44941176470588234,,,,,,,q20-40,,,,,q00-20,,q00-20,,,,,,
3680,mean_radius:q60-80  worst_compactness:q80-100  worst_concavity:q80-100,31,0.18431466602710156,-0.6882719750569612,-0.6882719750569612,,,,,,,q60-80,,,,,q80-100,,q80-100,,,,,,
3681,mean_radius:q00-20  worst_compactness:q00-20  worst_concavity:q00-20,41,-0.3378141167775314,0.5968218773096822,0.5968218773096822,,,,,,,q00-20,,,,,q00-20,,q00-20,,,,,,
3682,mean_radius:q80-100  worst_compactness:q80-100  worst_fractal_dimension:q80-100,24,-0.3738532110091743,-0.7625382262996941,-0.7625382262996941,,,,,,,q80-100,,,,,q80-100,,,q80-100,,,,,
3683,mean_radius:q20-40  worst_compactness:q00-20  worst_fractal_dimension:q00-20,20,-0.21612021857923497,0.4408014571948998,0.4408014571948998,,,,,,,q20-40,,,,,q00-20,,,q00-20,,,,,
3684,mean_radius:q60-80  worst_compactness:q80-100  worst_fractal_dimension:q80-100,29,0.1648786717752235,-0.6648148148148149,-0.6648148148148149,,,,,,,q60-80,,,,,q80-100,,,q80-100,,,,,
3685,mean_radius:q80-100  worst_compactness:q80-100  worst_perimeter:q80-100,43,-0.43841188433990624,-0.8071005393934035,-0.8071005393934035,,,,,,,q80-100,,,,,q80-100,,,,q80-100,,,,
3686,mean_radius:q80-100  worst_compactness:q60-80  worst_perimeter:q80-100,37,-0.37543182280024384,-0.8012091038406828,-0.8012091038406828,,,,,,,q80-100,,,,,q60-80,,,,q80-100,,,,
3687,mean_radius:q20-40  worst_compactness:q40-60  worst_perimeter:q20-40,25,-0.28301470588235295,0.5004411764705883,0.5004411764705883,,,,,,,q20-40,,,,,q40-60,,,,q20-40,,,,
3688,mean_radius:q20-40  worst_compactness:q20-40  worst_perimeter:q20-40,20,-0.42395264116575593,0.6049180327868853,0.6049180327868853,,,,,,,q20-40,,,,,q20-40,,,,q20-40,,,,
3689,mean_radius:q20-40  worst_compactness:q00-20  worst_perimeter:q20-40,27,-0.25973759737597374,0.496173295066284,0.496173295066284,,,,,,,q20-40,,,,,q00-20,,,,q20-40,,,,
3690,mean_radius:q40-60  worst_compactness:q20-40  worst_perimeter:q40-60,27,0.12368457017903513,0.48523985239852396,0.48523985239852396,,,,,,,q40-60,,,,,q20-40,,,,q40-60,,,,
3691,mean_radius:q60-80  worst_compactness:q80-100  worst_perimeter:q60-80,28,0.34512806971217325,-0.6635859519408502,-0.6635859519408502,,,,,,,q60-80,,,,,q80-100,,,,q60-80,,,,
3692,mean_radius:q60-80  worst_compactness:q40-60  worst_perimeter:q60-80,21,0.5379735835940216,-0.5255474452554745,-0.5255474452554745,,,,,,,q60-80,,,,,q40-60,,,,q60-80,,,,
3693,mean_radius:q60-80  worst_compactness:q60-80  worst_perimeter:q60-80,25,0.6336764705882353,-0.5680147058823529,-0.5680147058823529,,,,,,,q60-80,,,,,q60-80,,,,q60-80,,,,
3694,mean_radius:q00-20  worst_compactness:q20-40  worst_perimeter:q00-20,24,-0.2965596330275229,0.4812691131498471,0.4812691131498471,,,,,,,q00-20,,,,,q20-40,,,,q00-20,,,,
3695,mean_radius:q00-20  worst_compactness:q00-20  worst_perimeter:q00-20,48,-0.2923064619321817,0.5859724888035829,0.5859724888035829,,,,,,,q00-20,,,,,q00-20,,,,q00-20,,,,
3696,mean_radius:q80-100  worst_compactness:q80-100  worst_radius:q80-100,44,-0.4426839826839827,-0.8097835497835498,-0.8097835497835498,,,,,,,q80-100,,,,,q80-100,,,,,q80-100,,,
3697,mean_radius:q80-100  worst_compactness:q60-80  worst_radius:q80-100,38,-0.38071166617107743,-0.811725641788086,-0.811725641788086,,,,,,,q80-100,,,,,q60-80,,,,,q80-100,,,
3698,mean_radius:q20-40  worst_compactness:q40-60  worst_radius:q20-40,25,-0.26279411764705884,0.5004411764705883,0.5004411764705883,,,,,,,q20-40,,,,,q40-60,,,,,q20-40,,,
3699,mean_radius:q20-40  worst_compactness:q00-20  worst_radius:q20-40,30,-0.2729128014842301,0.5028447742733457,0.5028447742733457,,,,,,,q20-40,,,,,q00-20,,,,,q20-40,,,
3700,mean_radius:q40-60  worst_compactness:q20-40  worst_radius:q40-60,26,0.10405156537753223,0.4843462246777164,0.4843462246777164,,,,,,,q40-60,,,,,q20-40,,,,,q40-60,,,
3701,mean_radius:q60-80  worst_compactness:q80-100  worst_radius:q60-80,29,0.273882503192848,-0.719220945083014,-0.719220945083014,,,,,,,q60-80,,,,,q80-100,,,,,q60-80,,,
3702,mean_radius:q60-80  worst_compactness:q40-60  worst_radius:q60-80,21,0.5379735835940216,-0.5255474452554745,-0.5255474452554745,,,,,,,q60-80,,,,,q40-60,,,,,q60-80,,,
3703,mean_radius:q60-80  worst_compactness:q60-80  worst_radius:q60-80,23,0.6204809683070552,-0.5769230769230769,-0.5769230769230769,,,,,,,q60-80,,,,,q60-80,,,,,q60-80,,,
3704,mean_radius:q00-20  worst_compactness:q20-40  worst_radius:q00-20,25,-0.31279411764705883,0.4838970588235294,0.4838970588235294,,,,,,,q00-20,,,,,q20-40,,,,,q00-20,,,
3705,mean_radius:q00-20  worst_compactness:q00-20  worst_radius:q00-20,48,-0.2923064619321817,0.5859724888035829,0.5859724888035829,,,,,,,q00-20,,,,,q00-20,,,,,q00-20,,,
3706,mean_radius:q60-80  worst_compactness:q80-100  worst_smoothness:q80-100,21,-0.2533020507473062,-0.7427007299270073,-0.7427007299270073,,,,,,,q60-80,,,,,q80-100,,,,,,q80-100,,
3707,mean_radius:q80-100  worst_compactness:q80-100  worst_symmetry:q80-100,22,-0.42487950806049524,-0.8119494764832973,-0.8119494764832973,,,,,,,q80-100,,,,,q80-100,,,,,,,q80-100,
3708,mean_radius:q60-80  worst_compactness:q80-100  worst_symmetry:q80-100,23,-0.17224080267558528,-0.706959706959707,-0.706959706959707,,,,,,,q60-80,,,,,q80-100,,,,,,,q80-100,
3709,mean_radius:q80-100  worst_compactness:q80-100  worst_texture:q80-100,22,-0.5194449060993851,-0.8244972577696527,-0.8244972577696527,,,,,,,q80-100,,,,,q80-100,,,,,,,,q80-100
3710,mean_radius:q80-100  worst_concave_points:q80-100  worst_concavity:q80-100,45,-0.5396522476675149,-0.8365564037319763,-0.8365564037319763,,,,,,,q80-100,,,,,,q80-100,q80-100,,,,,,
3711,mean_radius:q80-100  worst_concave_points:q80-100  worst_concavity:q60-80,20,-0.3626593806921676,-0.7668488160291439,-0.7668488160291439,,,,,,,q80-100,,,,,,q80-100,q60-80,,,,,,
3712,mean_radius:q80-100  worst_concave_points:q60-80  worst_concavity:q60-80,24,-0.2312691131498471,-0.7339449541284404,-0.7339449541284404,,,,,,,q80-100,,,,,,q60-80,q60-80,,,,,,
3713,mean_radius:q20-40  worst_concave_points:q00-20  worst_concavity:q00-20,21,-0.32281890858533197,0.48470629127563436,0.48470629127563436,,,,,,,q20-40,,,,,,q00-20,q00-20,,,,,,
3714,mean_radius:q40-60  worst_concave_points:q20-40  worst_concavity:q20-40,21,-0.18578380257212374,0.5036496350364964,0.5036496350364964,,,,,,,q40-60,,,,,,q20-40,q20-40,,,,,,
3715,mean_radius:q60-80  worst_concave_points:q80-100  worst_concavity:q80-100,27,-0.2005603389367227,-0.7324723247232472,-0.7324723247232472,,,,,,,q60-80,,,,,,q80-100,q80-100,,,,,,
3716,mean_radius:q60-80  worst_concave_points:q60-80  worst_concavity:q60-80,20,0.4284153005464481,-0.5792349726775956,-0.5792349726775956,,,,,,,q60-80,,,,,,q60-80,q60-80,,,,,,
3717,mean_radius:q00-20  worst_concave_points:q00-20  worst_concavity:q00-20,46,-0.3338598387230859,0.5817607448665725,0.5817607448665725,,,,,,,q00-20,,,,,,q00-20,q00-20,,,,,,
3718,mean_radius:q80-100  worst_concave_points:q80-100  worst_fractal_dimension:q80-100,22,-0.44341033737743063,-0.7991524015290011,-0.7991524015290011,,,,,,,q80-100,,,,,,q80-100,,q80-100,,,,,
3719,mean_radius:q80-100  worst_concave_points:q80-100  worst_fractal_dimension:q60-80,21,-0.4830552659019812,-0.7682481751824818,-0.7682481751824818,,,,,,,q80-100,,,,,,q80-100,,q60-80,,,,,
3720,mean_radius:q60-80  worst_concave_points:q80-100  worst_fractal_dimension:q80-100,22,-0.16370284194781454,-0.7257769652650823,-0.7257769652650823,,,,,,,q60-80,,,,,,q80-100,,q80-100,,,,,
3721,mean_radius:q80-100  worst_concave_points:q80-100  worst_perimeter:q80-100,68,-0.4567922977574263,-0.8333920394505108,-0.8333920394505108,,,,,,,q80-100,,,,,,q80-100,,,q80-100,,,,
3722,mean_radius:q80-100  worst_concave_points:q60-80  worst_perimeter:q80-100,32,-0.21263966480446927,-0.74487895716946,-0.74487895716946,,,,,,,q80-100,,,,,,q60-80,,,q80-100,,,,
3723,mean_radius:q20-40  worst_concave_points:q40-60  worst_perimeter:q20-40,22,-0.24023599800565065,0.4844606946983547,0.4844606946983547,,,,,,,q20-40,,,,,,q40-60,,,q20-40,,,,
3724,mean_radius:q20-40  worst_concave_points:q20-40  worst_perimeter:q20-40,35,-0.24558587479935795,0.552434456928839,0.552434456928839,,,,,,,q20-40,,,,,,q20-40,,,q20-40,,,,
3725,mean_radius:q20-40  worst_concave_points:q00-20  worst_perimeter:q20-40,23,-0.3700430004777831,0.5280299410734194,0.5280299410734194,,,,,,,q20-40,,,,,,q00-20,,,q20-40,,,,
3726,mean_radius:q40-60  worst_concave_points:q40-60  worst_perimeter:q40-60,26,0.194857628559286,0.43483496245927183,0.43483496245927183,,,,,,,q40-60,,,,,,q40-60,,,q40-60,,,,
3727,mean_radius:q40-60  worst_concave_points:q20-40  worst_perimeter:q40-60,23,-0.17311673833412963,0.5054945054945055,0.5054945054945055,,,,,,,q40-60,,,,,,q20-40,,,q40-60,,,,
3728,mean_radius:q60-80  worst_concave_points:q60-80  worst_perimeter:q60-80,39,0.46845670053217225,-0.6,-0.6,,,,,,,q60-80,,,,,,q60-80,,,q60-80,,,,
3729,mean_radius:q60-80  worst_concave_points:q40-60  worst_perimeter:q60-80,22,0.70018281535649,-0.5557586837294333,-0.5557586837294333,,,,,,,q60-80,,,,,,q40-60,,,q60-80,,,,
3730,mean_radius:q00-20  worst_concave_points:q20-40  worst_perimeter:q00-20,22,-0.33031411002160543,0.4810536812364966,0.4810536812364966,,,,,,,q00-20,,,,,,q20-40,,,q00-20,,,,
3731,mean_radius:q00-20  worst_concave_points:q00-20  worst_perimeter:q00-20,60,-0.28018991486574985,0.5718402095612312,0.5718402095612312,,,,,,,q00-20,,,,,,q00-20,,,q00-20,,,,
3732,mean_radius:q80-100  worst_concave_points:q80-100  worst_radius:q80-100,68,-0.4567922977574263,-0.8333920394505108,-0.8333920394505108,,,,,,,q80-100,,,,,,q80-100,,,,q80-100,,,
3733,mean_radius:q80-100  worst_concave_points:q60-80  worst_radius:q80-100,34,-0.23298515667949424,-0.7476635514018691,-0.7476635514018691,,,,,,,q80-100,,,,,,q60-80,,,,q80-100,,,
3734,mean_radius:q20-40  worst_concave_points:q40-60  worst_radius:q20-40,21,-0.3775634341327772,0.5671706638859924,0.5671706638859924,,,,,,,q20-40,,,,,,q40-60,,,,q20-40,,,
3735,mean_radius:q20-40  worst_concave_points:q20-40  worst_radius:q20-40,36,-0.2587554721701063,0.5534709193245778,0.5534709193245778,,,,,,,q20-40,,,,,,q20-40,,,,q20-40,,,
3736,mean_radius:q20-40  worst_concave_points:q00-20  worst_radius:q20-40,25,-0.35463235294117645,0.5201470588235294,0.5201470588235294,,,,,,,q20-40,,,,,,q00-20,,,,q20-40,,,
3737,mean_radius:q40-60  worst_concave_points:q40-60  worst_radius:q40-60,24,0.17071865443425077,0.4390672782874618,0.4390672782874618,,,,,,,q40-60,,,,,,q40-60,,,,q40-60,,,
3738,mean_radius:q40-60  worst_concave_points:q20-40  worst_radius:q40-60,25,-0.22286764705882353,0.5183823529411765,0.5183823529411765,,,,,,,q40-60,,,,,,q20-40,,,,q40-60,,,
3739,mean_radius:q60-80  worst_concave_points:q80-100  worst_radius:q60-80,23,0.2240006370441153,-0.7271062271062271,-0.7271062271062271,,,,,,,q60-80,,,,,,q80-100,,,,q60-80,,,
3740,mean_radius:q60-80  worst_concave_points:q60-80  worst_radius:q60-80,35,0.4404494382022472,-0.5955056179775281,-0.5955056179775281,,,,,,,q60-80,,,,,,q60-80,,,,q60-80,,,
3741,mean_radius:q60-80  worst_concave_points:q40-60  worst_radius:q60-80,23,0.6758241758241759,-0.507803790412486,-0.507803790412486,,,,,,,q60-80,,,,,,q40-60,,,,q60-80,,,
3742,mean_radius:q00-20  worst_concave_points:q20-40  worst_radius:q00-20,23,-0.3412167542602325,0.48399426660296224,0.48399426660296224,,,,,,,q00-20,,,,,,q20-40,,,,q00-20,,,
3743,mean_radius:q00-20  worst_concave_points:q00-20  worst_radius:q00-20,59,-0.27743436357593887,0.5694582917912928,0.5694582917912928,,,,,,,q00-20,,,,,,q00-20,,,,q00-20,,,
3744,mean_radius:q80-100  worst_concave_points:q80-100  worst_smoothness:q80-100,24,-0.5043577981651376,-0.7840214067278287,-0.7840214067278287,,,,,,,q80-100,,,,,,q80-100,,,,,q80-100,,
3745,mean_radius:q80-100  worst_concave_points:q80-100  worst_smoothness:q60-80,21,-0.48340285019117135,-0.8156934306569343,-0.8156934306569343,,,,,,,q80-100,,,,,,q80-100,,,,,q60-80,,
3746,mean_radius:q60-80  worst_concave_points:q80-100  worst_smoothness:q80-100,20,-0.24790528233151185,-0.7231329690346083,-0.7231329690346083,,,,,,,q60-80,,,,,,q80-100,,,,,q80-100,,
3747,mean_radius:q00-20  worst_concave_points:q00-20  worst_smoothness:q00-20,22,-0.27447232840285857,0.5301645338208409,0.5301645338208409,,,,,,,q00-20,,,,,,q00-20,,,,,q00-20,,
3748,mean_radius:q80-100  worst_concave_points:q80-100  worst_symmetry:q80-100,27,-0.5217302173021731,-0.8282766160994943,-0.8282766160994943,,,,,,,q80-100,,,,,,q80-100,,,,,,q80-100,
3749,mean_radius:q80-100  worst_concave_points:q80-100  worst_texture:q60-80,22,-0.4906930363968755,-0.8354661791590493,-0.8354661791590493,,,,,,,q80-100,,,,,,q80-100,,,,,,,q60-80
3750,mean_radius:q80-100  worst_concave_points:q80-100  worst_texture:q80-100,22,-0.4906930363968755,-0.8354661791590493,-0.8354661791590493,,,,,,,q80-100,,,,,,q80-100,,,,,,,q80-100
3751,mean_radius:q00-20  worst_concave_points:q00-20  worst_texture:q00-20,20,-0.3634790528233151,0.5484517304189436,0.5484517304189436,,,,,,,q00-20,,,,,,q00-20,,,,,,,q00-20
3752,mean_radius:q80-100  worst_concavity:q80-100  worst_fractal_dimension:q80-100,21,-0.43361140076468546,-0.7954466458116093,-0.7954466458116093,,,,,,,q80-100,,,,,,,q80-100,q80-100,,,,,
3753,mean_radius:q20-40  worst_concavity:q00-20  worst_fractal_dimension:q00-20,20,-0.21612021857923497,0.4408014571948998,0.4408014571948998,,,,,,,q20-40,,,,,,,q00-20,q00-20,,,,,
3754,mean_radius:q60-80  worst_concavity:q80-100  worst_fractal_dimension:q80-100,25,0.15933823529411764,-0.6783088235294118,-0.6783088235294118,,,,,,,q60-80,,,,,,,q80-100,q80-100,,,,,
3755,mean_radius:q80-100  worst_concavity:q80-100  worst_perimeter:q80-100,47,-0.5011005135730008,-0.8407923697725606,-0.8407923697725606,,,,,,,q80-100,,,,,,,q80-100,,q80-100,,,,
3756,mean_radius:q80-100  worst_concavity:q60-80  worst_perimeter:q80-100,42,-0.2792536369386464,-0.7590132827324478,-0.7590132827324478,,,,,,,q80-100,,,,,,,q60-80,,q80-100,,,,
3757,mean_radius:q20-40  worst_concavity:q20-40  worst_perimeter:q20-40,29,-0.3469987228607918,0.5421455938697318,0.5421455938697318,,,,,,,q20-40,,,,,,,q20-40,,q20-40,,,,
3758,mean_radius:q20-40  worst_concavity:q00-20  worst_perimeter:q20-40,25,-0.29360294117647057,0.49125,0.49125,,,,,,,q20-40,,,,,,,q00-20,,q20-40,,,,
3759,mean_radius:q40-60  worst_concavity:q20-40  worst_perimeter:q40-60,29,-0.09814814814814815,0.4777777777777778,0.4777777777777778,,,,,,,q40-60,,,,,,,q20-40,,q40-60,,,,
3760,mean_radius:q60-80  worst_concavity:q80-100  worst_perimeter:q60-80,25,0.32669117647058826,-0.6783088235294118,-0.6783088235294118,,,,,,,q60-80,,,,,,,q80-100,,q60-80,,,,
3761,mean_radius:q60-80  worst_concavity:q40-60  worst_perimeter:q60-80,23,0.6676222328396242,-0.5274725274725275,-0.5274725274725275,,,,,,,q60-80,,,,,,,q40-60,,q60-80,,,,
3762,mean_radius:q60-80  worst_concavity:q60-80  worst_perimeter:q60-80,29,0.4646232439335888,-0.5722222222222222,-0.5722222222222222,,,,,,,q60-80,,,,,,,q60-80,,q60-80,,,,
3763,mean_radius:q00-20  worst_concavity:q20-40  worst_perimeter:q00-20,28,-0.19850805386849749,0.5286506469500925,0.5286506469500925,,,,,,,q00-20,,,,,,,q20-40,,q00-20,,,,
3764,mean_radius:q00-20  worst_concavity:q00-20  worst_perimeter:q00-20,50,-0.3361849710982659,0.5900578034682081,0.5900578034682081,,,,,,,q00-20,,,,,,,q00-20,,q00-20,,,,
3765,mean_radius:q80-100  worst_concavity:q80-100  worst_radius:q80-100,49,-0.48673469387755103,-0.8353610675039247,-0.8353610675039247,,,,,,,q80-100,,,,,,,q80-100,,,q80-100,,,
3766,mean_radius:q80-100  worst_concavity:q60-80  worst_radius:q80-100,43,-0.2839773631620833,-0.7604562737642585,-0.7604562737642585,,,,,,,q80-100,,,,,,,q60-80,,,q80-100,,,
3767,mean_radius:q20-40  worst_concavity:q40-60  worst_radius:q20-40,21,-0.25312825860271115,0.5253736531108794,0.5253736531108794,,,,,,,q20-40,,,,,,,q40-60,,,q20-40,,,
3768,mean_radius:q20-40  worst_concavity:q20-40  worst_radius:q20-40,29,-0.3469987228607918,0.5421455938697318,0.5421455938697318,,,,,,,q20-40,,,,,,,q20-40,,,q20-40,,,
3769,mean_radius:q20-40  worst_concavity:q00-20  worst_radius:q20-40,27,-0.2986196528631953,0.496173295066284,0.496173295066284,,,,,,,q20-40,,,,,,,q00-20,,,q20-40,,,
3770,mean_radius:q40-60  worst_concavity:q20-40  worst_radius:q40-60,28,-0.1590308951676789,0.48613678373382624,0.48613678373382624,,,,,,,q40-60,,,,,,,q20-40,,,q40-60,,,
3771,mean_radius:q60-80  worst_concavity:q80-100  worst_radius:q60-80,26,0.2515228785947018,-0.7311233885819521,-0.7311233885819521,,,,,,,q60-80,,,,,,,q80-100,,,q60-80,,,
3772,mean_radius:q60-80  worst_concavity:q40-60  worst_radius:q60-80,23,0.6676222328396242,-0.5274725274725275,-0.5274725274725275,,,,,,,q60-80,,,,,,,q40-60,,,q60-80,,,
3773,mean_radius:q60-80  worst_concavity:q60-80  worst_radius:q60-80,27,0.44950116167828347,-0.5811808118081181,-0.5811808118081181,,,,,,,q60-80,,,,,,,q60-80,,,q60-80,,,
3774,mean_radius:q00-20  worst_concavity:q20-40  worst_radius:q00-20,29,-0.2053639846743295,0.5296296296296297,0.5296296296296297,,,,,,,q00-20,,,,,,,q20-40,,,q00-20,,,
3775,mean_radius:q00-20  worst_concavity:q00-20  worst_radius:q00-20,50,-0.3361849710982659,0.5900578034682081,0.5900578034682081,,,,,,,q00-20,,,,,,,q00-20,,,q00-20,,,
3776,mean_radius:q80-100  worst_concavity:q80-100  worst_smoothness:q80-100,21,-0.532499131039277,-0.7735488355926312,-0.7735488355926312,,,,,,,q80-100,,,,,,,q80-100,,,,q80-100,,
3777,mean_radius:q60-80  worst_concavity:q80-100  worst_smoothness:q80-100,22,-0.21098554096725944,-0.7257769652650823,-0.7257769652650823,,,,,,,q60-80,,,,,,,q80-100,,,,q80-100,,
3778,mean_radius:q80-100  worst_concavity:q80-100  worst_symmetry:q80-100,24,-0.48180428134556574,-0.8188837920489297,-0.8188837920489297,,,,,,,q80-100,,,,,,,q80-100,,,,,q80-100,
3779,mean_radius:q60-80  worst_concavity:q80-100  worst_symmetry:q80-100,21,-0.15441432047271464,-0.7043795620437956,-0.7043795620437956,,,,,,,q60-80,,,,,,,q80-100,,,,,q80-100,
3780,mean_radius:q80-100  worst_concavity:q80-100  worst_texture:q80-100,21,-0.5162495655196385,-0.822992700729927,-0.822992700729927,,,,,,,q80-100,,,,,,,q80-100,,,,,,q80-100
3781,mean_radius:q80-100  worst_fractal_dimension:q80-100  worst_perimeter:q80-100,24,-0.3738532110091743,-0.7625382262996941,-0.7625382262996941,,,,,,,q80-100,,,,,,,,q80-100,q80-100,,,,
3782,mean_radius:q80-100  worst_fractal_dimension:q60-80  worst_perimeter:q80-100,31,-0.44040052764120396,-0.7825278810408922,-0.7825278810408922,,,,,,,q80-100,,,,,,,,q60-80,q80-100,,,,
3783,mean_radius:q20-40  worst_fractal_dimension:q20-40  worst_perimeter:q20-40,21,-0.40093847758081336,0.5835940215502259,0.5835940215502259,,,,,,,q20-40,,,,,,,,q20-40,q20-40,,,,
3784,mean_radius:q20-40  worst_fractal_dimension:q00-20  worst_perimeter:q20-40,21,-0.27337504344803615,0.479753215154675,0.479753215154675,,,,,,,q20-40,,,,,,,,q00-20,q20-40,,,,
3785,mean_radius:q20-40  worst_fractal_dimension:q40-60  worst_perimeter:q20-40,20,-0.3721311475409836,0.553096539162113,0.553096539162113,,,,,,,q20-40,,,,,,,,q40-60,q20-40,,,,
3786,mean_radius:q40-60  worst_fractal_dimension:q20-40  worst_perimeter:q40-60,20,0.19362477231329692,0.4790528233151184,0.4790528233151184,,,,,,,q40-60,,,,,,,,q20-40,q40-60,,,,
3787,mean_radius:q60-80  worst_fractal_dimension:q80-100  worst_perimeter:q60-80,26,0.3323416914577136,-0.6611418047882136,-0.6611418047882136,,,,,,,q60-80,,,,,,,,q80-100,q60-80,,,,
3788,mean_radius:q00-20  worst_fractal_dimension:q20-40  worst_perimeter:q00-20,21,-0.275634341327772,0.5218978102189781,0.5218978102189781,,,,,,,q00-20,,,,,,,,q20-40,q00-20,,,,
3789,mean_radius:q00-20  worst_fractal_dimension:q40-60  worst_perimeter:q00-20,29,-0.2053639846743295,0.5083652618135377,0.5083652618135377,,,,,,,q00-20,,,,,,,,q40-60,q00-20,,,,
3790,mean_radius:q80-100  worst_fractal_dimension:q80-100  worst_radius:q80-100,24,-0.3738532110091743,-0.7625382262996941,-0.7625382262996941,,,,,,,q80-100,,,,,,,,q80-100,,q80-100,,,
3791,mean_radius:q80-100  worst_fractal_dimension:q60-80  worst_radius:q80-100,31,-0.44040052764120396,-0.7825278810408922,-0.7825278810408922,,,,,,,q80-100,,,,,,,,q60-80,,q80-100,,,
3792,mean_radius:q80-100  worst_fractal_dimension:q40-60  worst_radius:q80-100,20,-0.42295081967213116,-0.7423497267759562,-0.7423497267759562,,,,,,,q80-100,,,,,,,,q40-60,,q80-100,,,
3793,mean_radius:q20-40  worst_fractal_dimension:q20-40  worst_radius:q20-40,20,-0.39280510018214937,0.5775956284153005,0.5775956284153005,,,,,,,q20-40,,,,,,,,q20-40,,q20-40,,,
3794,mean_radius:q20-40  worst_fractal_dimension:q00-20  worst_radius:q20-40,22,-0.2783779292005983,0.48288183480139607,0.48288183480139607,,,,,,,q20-40,,,,,,,,q00-20,,q20-40,,,
3795,mean_radius:q20-40  worst_fractal_dimension:q40-60  worst_radius:q20-40,21,-0.3876433785192909,0.5615224191866528,0.5615224191866528,,,,,,,q20-40,,,,,,,,q40-60,,q20-40,,,
3796,mean_radius:q40-60  worst_fractal_dimension:q00-20  worst_radius:q40-60,22,0.22270234336047864,0.4954296160877514,0.4954296160877514,,,,,,,q40-60,,,,,,,,q00-20,,q40-60,,,
3797,mean_radius:q60-80  worst_fractal_dimension:q80-100  worst_radius:q60-80,25,0.2848529411764706,-0.6599264705882353,-0.6599264705882353,,,,,,,q60-80,,,,,,,,q80-100,,q60-80,,,
3798,mean_radius:q60-80  worst_fractal_dimension:q60-80  worst_radius:q60-80,20,0.4057377049180328,-0.5792349726775956,-0.5792349726775956,,,,,,,q60-80,,,,,,,,q60-80,,q60-80,,,
3799,mean_radius:q00-20  worst_fractal_dimension:q20-40  worst_radius:q00-20,21,-0.275634341327772,0.5218978102189781,0.5218978102189781,,,,,,,q00-20,,,,,,,,q20-40,,q00-20,,,
3800,mean_radius:q00-20  worst_fractal_dimension:q40-60  worst_radius:q00-20,30,-0.21181199752628324,0.5141620284477427,0.5141620284477427,,,,,,,q00-20,,,,,,,,q40-60,,q00-20,,,
3801,mean_radius:q60-80  worst_fractal_dimension:q80-100  worst_symmetry:q80-100,22,0.16602958284859565,-0.6782449725776966,-0.6782449725776966,,,,,,,q60-80,,,,,,,,q80-100,,,,q80-100,
